tag,start,end,cumdiff
SCADB035FLW001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,6.965601948E8
SCSBN054FLW001.CUMULATIVE_TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,3.06253844E8
SCVDN063SPR001.CUMULATIVE_TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,2.726851837E9
SCPRN047FLW001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,1.986963072E8
SCSRT051SPR001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,29036.100000000002
SCMTP010FLW001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,1.300388612E10
SCSEC026FLW002.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,969696.0
SCADB035FLW002.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,6322885.0
SCHMN015FLW001.CUMULATIVE_TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,2.92027278E8
SCMLN061FLW001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,4.1410343E7
SCJWN055FLW002.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,3769193.0
SCTLN072FLW001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,1.1111131377E10
SCPRN045SPR001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,1.1113209341E10
SCMLN061SPR001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,1.0
SCHMN015FLW002.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,2743485.0
SCBNP078FLW001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,5933293.0
SCVDH039FLW001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,6124002.0
SCGPB018SPR001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,6123850.0
SCSNN069FLW002.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,1.0
SCPRN047FLW002.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,3.56127852E8
SCGDN019FLW001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,8.2238112E7
SCAMA009FLW002.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,3.5822232E7
SCSYN012FLW001.CUMULATIVE_TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,1.44346353E8
SCAMA009FLW004.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,1.30708785E8
SCBKN016FLW002.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,1.2171454E7
SCBIS001FLW001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,7.4083328E8
SCJAW005FLW002.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,8.828643161999999E8
SCHLG074FLW001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,1.4283899870000008E8
SCGPB018FLW001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,6787982.0
SCADN071FLW002.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,6787982.0
SCTRS075FLW001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,1.4441421E7
SCGPB018FLW002.CUMULATIVE_TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,2.2366043E7
SCADB035SPR001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,2.2366042E7
SCPRN047SPR001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,0.0
SCVDH039SPR001.CUMULATIVE_TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,5.0
SCBKN016SPR001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,4.0
SCSRT051FLW001.CUMULATIVE_TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,8725520.0
SCADN071SPR001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,7784962.0
SCKHN076SPR001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,0.0
SCSEC026SPR001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,4.67434667E8
SCHLG074FLW002.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,9.61440901E8
SCDGP013FLW001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,1.0174664E7
SCMLN061SPR001.CUMULATIVE_TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,1.0174068E7
SCPRN045FLW001.CUMULATIVE_TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,2870885.8000000003
SCNRN052FLW001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,861748.0
SCSNC041SPR001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,2007500.0
SCGTS048FLW001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,307.70000000000005
SCSUR002FLW004.CUMULATIVE_TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,1.4308640796E11
SCSFS022FLW001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,1.430862644752E11
SCGPB018FLW002.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,3195149.0
SCMTP010SPR001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,3195148.0
SCMUR079SPR001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,0.0
SCSTN032FLW001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,9662401.0
SCCVN031FLW002.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,9660637.0
SCBKN016FLW001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,128836.0
SCSUR002FLW003.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,128247.0
SCGDN019FLW001.CUMULATIVE_TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,2.870180244E9
SCVDN063SPR001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,2.774849681E9
SCPRN047SPR001.CUMULATIVE_TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,7.0
SCVDH039FLW002.CUMULATIVE_TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,1.1979936E7
SCHMN015FLW001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,8064183.0
SCVDH039SPR001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,1.0440190879999997E8
SCHLG074SPR001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,0.0
SCVKI040FLW001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,3739670.4000000004
SCMTP010SPR001.CUMULATIVE_TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,3750583.6
SCNRN052FLW001.CUMULATIVE_TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,1.43263187E7
SCJAW005FLW001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,2.8091724E8
SCJYN030FLW001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,2.5744757E8
SCADB035FLW001.CUMULATIVE_TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,2.12838613E7
SCJWN055FLW001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,9423506.0
SCPRN047FLW002.CUMULATIVE_TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,9418269.0
SCCVN031FLW001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,3476255.0
SCHMN015SPR001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,3475406.0
SCBIS001FLW002.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,1.662985601E9
SCSUR002FLW004.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,6.646022E8
SCSNN069FLW001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,6.644454795E8
SCVDN063FLW002.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,501949.0
SCMLN061FLW002.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,824048.0
SCSYM060FLW001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,805488.8
SCSSN053FLW001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,2.1856484E7
SCMHF014FLW001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,2.11613412E7
SCJWN055SPR001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,2455346.0
SCMUR079FLW001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,2718190.0
SCSRT051FLW001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,1776322.0
SCPRN043FLW001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,2494536.9000000004
SCSNC041FLW002.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,2259368.1999999997
SCMTP010FLW002.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,131724.0
SCKHN076FLW002.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,2.92355705E8
SCSNN069SPR001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,3.05398514E8
SCSEC026FLW001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,14763.2
SCCVN031FLW002.CUMULATIVE_TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,3.383172441E8
SCMNS017FLW001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,3.2740588E7
SCJAW005FLW003.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,3.9962688E8
SCGTS048FLW001.CUMULATIVE_TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,3.9547141024E8
SCSRT051FLW002.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,4064011.6
SCKTC067FLW001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,1.7577986418E9
SCSTN032SPR001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,1.7579991807E9
SCSNC041FLW001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,47715.0
SCSUR002FLW002.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,1.0087053168E10
SCAMA009FLW001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,5.28337724E9
SCCVN031SPR001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,3.0691196E8
SCPRN045FLW001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,32975.200000000004
SCSYN012FLW001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,8591732.0
SCVDN063FLW001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,2.228947874E8
SCSBN054FLW001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,2.238336E8
SCSTN032FLW002.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,1.4635452E7
SCJYN030SPR001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,896626.0
SCVDH039FLW002.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,1996656.0
SCSUR002FLW001.TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,1964910.618
SCSNC041FLW002.CUMULATIVE_TOTAL_FLOW,2021-11-30T00:00:00.000Z,2021-11-30T06:00:00.000Z,9.1094561048E7
SCSUR002FLW004.CUMULATIVE_TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,1.43142803445E11
SCSUR002FLW001.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,1.43086396358728E11
SCCEN007FLW001.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,1.31755629E8
SCGTS048FLW001.CUMULATIVE_TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,1.441160563E8
SCBAL004FLW003.CUMULATIVE_TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,1.6452297E7
SCBKN016FLW001.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,1.6316493E7
SCPRN045FLW001.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,95687.0
SCMLN061FLW002.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,824048.0
SCKHN076FLW001.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,815980.788
SCSFS022FLW001.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,50820.9
SCSUR002FLW002.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,1.17189648E8
SCBIS001FLW001.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,7.4099512E8
SCMLN061FLW001.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,7.47840584E8
SCJYN030FLW001.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,3.5581253E7
SCRAM008FLW001.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,1.1138036602E10
SCGPB018FLW002.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,4994128.0
SCVDN063FLW002.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,2690070.0
SCHLG074FLW002.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,502920.0
SCMTP010SPR001.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,2.07684114E8
SCAMA009FLW004.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,2.21354215E8
SCSRT051FLW001.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,1.982370022E9
SCADN071FLW001.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,4.11742057E9
SCAMA009FLW001.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,2093292.0
SCCVN031FLW001.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,1.2438872E8
SCVKI040FLW001.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,873548.0
SCSEC026FLW001.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,3.586611345E8
SCDGP013FLW001.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,3.66276968E8
SCADB035FLW002.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,9236463.0
SCVDN063SPR001.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,9.7120708602E10
SCBIS001FLW002.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,9.8782780331E10
SCMAN006FLW001.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,2.34093352E9
SCMTP010FLW002.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,3.8160308E7
SCJAW005FLW003.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,4.003688E8
SCCVN031FLW002.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,3.9976948E8
SCEXT062FLW001.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,35687.3
SCVDN063FLW001.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,134.90000000000146
SCSBN054FLW001.CUMULATIVE_TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,1.01858299E8
SCVDN063SPR001.CUMULATIVE_TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,1.030460952E8
SCGPB018SPR001.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,14.0
SCHMN015FLW001.CUMULATIVE_TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,4.5182444E7
SCSEC026SPR001.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,1.875430079E8
SCEXT062FLW002.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,2775107.8000000007
SCPRN045FLW001.CUMULATIVE_TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,3021617.5
SCJWN055FLW001.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,9424660.0
SCPRN047FLW002.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,9422296.0
SCSYM060FLW001.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,1.2650923095E9
SCSRT051FLW001.CUMULATIVE_TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,8725840.0
SCPRN043FLW002.CUMULATIVE_TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,1.45825972E8
SCTLN072FLW001.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,1612477.0
SCNRN052FLW001.CUMULATIVE_TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,1.3168296E7
SCSUR002FLW004.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,6.6472056E8
SCGDN019FLW001.CUMULATIVE_TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,2.774850942E9
SCSBN054FLW001.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,2.76536074E9
SCADN071FLW002.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,5.988123457E9
SCMUR079SPR001.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,5.989556761E9
SCSNN069FLW002.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,5.999562841E9
SCBAL004FLW002.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,896856.0
SCGPB018FLW002.CUMULATIVE_TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,2.2366043E7
SCTLN072SPR001.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,3.52139493E8
SCGPB018FLW001.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,2.70664273E8
SCPRN043FLW002.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,6787982.0
SCHLG074SPR001.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,1.0
SCSSN053FLW001.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,2.185824E7
SCMUR079FLW001.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,1.9134701E7
SCMTP010FLW001.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,1747963.0
SCPRN047SPR001.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,8.0213071E8
SCHMN015FLW001.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,6043688.5
SCPRN045SPR001.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,3915917.0
SCSUR002FLW003.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,128.0
SCTRS075SPR001.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,8.6006509E7
SCMLN061SPR001.CUMULATIVE_TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,11.0
SCHMN015SPR001.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,1.14587348E9
SCBNP078FLW001.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,1.151897409E9
SCPRN046FLW001.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,1.1519359486E9
SCBAL004FLW003.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,841952.0
SCJYN030FLW002.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,835986.0
SCSNC041FLW002.CUMULATIVE_TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,0.0
SCHLG074FLW001.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,5.7458346E7
SCRAM008FLW002.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,700696.0
SCMNS017FLW001.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,4.93523131E8
SCSNN069FLW001.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,1.029226868E8
SCBAL004FLW001.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,9.37424973E8
SCTRS075FLW001.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,8.52618909E8
SCKTC067FLW001.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,1.70112227E7
SCADB035SPR001.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,63504.4
SCSNC041FLW002.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,1.0
SCJWN055FLW002.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,1805352.4999999993
SCADN071SPR001.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,996170.3000000002
SCEXT062FLW002.CUMULATIVE_TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,1.0
SCJYN030SPR001.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,1.0
SCPRN047SPR001.CUMULATIVE_TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,7.0
SCSYN012FLW001.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,8592295.0
SCPRN047FLW002.CUMULATIVE_TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,8587338.0
SCAMA009FLW002.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,4.6430272E7
SCCVN031SPR001.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,4.6418415E7
SCGDN019SPR001.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,3.565000971E9
SCAMA009FLW003.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,3.58253515E9
SCSYN012FLW001.CUMULATIVE_TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,4.85010761E8
SCSTN032SPR001.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,4.76443455E8
SCVDH039FLW001.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,6124256.0
SCEXT062SPR001.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,6124062.0
SCGDN019FLW001.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,8.39681722E7
SCBKN016FLW002.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,8.0778583E7
SCSNC041SPR001.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,2757325.0
SCPRN045FLW002.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,430036.0
SCJAW005FLW001.TOTAL_FLOW,2021-11-30T06:00:00.000Z,2021-11-30T12:00:00.000Z,2.841750681E8
